aasane01_03 07-mai-2003 12:00:00 
0
143
0
20
166
160
17
646
978
306
277
439
130
32
184
454
783
386
306
120
268
268
204
485
485
328
61
172
1221
783
398
469
190
242
242
212
91
116
259
667
783
469
485
587
568
306
134
242
139
235
197
667
517
328
759
8
306
689
469
197
306
286
12
0
130
160
296
317
338
277
88
79
197
154
172
250
398
52
38
70
8
517
14
178
250
67
190
296
190
184
154
349
197
286
197
242
689
166
32
398
485
296
469
398
296
809
948
712
835
349
712
667
667
485
361
361
0
0
0
0
0
0
21
67
88
43
485
568
550
328
64
58
116
11
82
250
172
306
227
120
61
172
533
919
862
139
64
58
373
469
286
98
120
134
550
411
0
0
73
0
1146
1010
689
268
454
44
204
0
349
500
268
626
38
533
469
361
425
306
148
35
38
85
0
38
52
49
338
52
70
0
0
500
517
533
411
286
646
712
1341
1570
306
154
116
411
82
250
120
306
73
17
259
349
111
178
219
277
349
277
116
0
517
0
52
0
12
11
0
24
139
143
0
587
64
116
14
8
134
14
23
61
15
0
0
646
587
439
197
425
361
338
338
306
98
32
160
306
250
0
55
107
35
52
0
32
227
411
517
439
317
242
317
130
0
79
0
38
143
190
12
70
70
386
197
9
0
411
759
259
1111
1182
890
500
328
38
0
76
166
8
0
12
306
286
809
61
212
154
373
783
550
485
219
306
386
64
20
8
0
58
317
500
134
469
0
52
485
242
8
52
20
130
178
3
469
98
386
533
204
61
44
286
40
227
52
154
107
32
49
277
88
148
91
41
0
425
306
212
268
35
134
154
166
0
349
148
439
134
386
250
219
32
52
58
102
172
102
568
734
439
689
91
26
116
197
11
134
79
34
88
85
184
73
143
517
14
0
70
0
0
3
0
26
34
0
0
0
24
79
26
0
0
0
18
76
91
94
9
134
49
11
172
500
58
46
30
286
373
55
6
61
40
107
64
3
21
102
15
12
34
0
15
0
44
85
49
24
0
20
47
91
91
61
0
67
30
0
3
0
148
0
12
0
46
160
40
154
190
0
0
23
0
76
29
160
34
98
0
18
0
0
0
0
73
21
82
55
9
0
9
38
34
37
190
58
0
3
102
18
40
21
296
34
0
0
197
398
373
485
107
76
55
125
76
27
5
14
242
61
160
49
190
154
55
14
24
46
0
64
55
111
102
116
94
0
197
130
296
166
166
197
250
212
212
17
38
82
14
5
9
0
0
0
0
120
178
73
21
0
111
20
0
9
0
0
3
0
58
85
0
0
0
0
0
79
26
107
277
23
85
8
15
0
76
85
91
91
0
0
29
0
0
88
76
3
11
27
23
0
0
5
0
0
35
184
0
3
0
3
0
0
0
41
361
37
37
0
14
88
0
0
0
18
29
0
6
3
67
49
47
43
107
160
24
0
14
3
9
15
11
0
34
0
44
0
0
107
64
125
49
20
0
52
0
24
3
0
0
0
0
0
17
0
40
0
0
8
286
242
27
0
70
61
125
0
0
0
0
0
0
15
120
0
0
0
58
689
2284
626
120
250
166
568
373
517
948
890
386
0
0
55
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
296
0
0
0
0
30
0
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
143
0
0
0
0
0
0
8
0
0
0
0
0
0
0
0
0
5
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
154
0
35
0
21
0
0
8
0
5
0
0
0
0
0
0
0
0
0
0
0
0
0
17
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
41
0
0
0
0
0
0
0
0
0
0
0
0
0
268
3
0
0
0
82
0
0
0
0
0
0
0
0
0
0
0
0
30
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
120
0
3
0
102
0
0
0
0
0
0
0
0
0
11
0
0
0
0
0
0
0
0
3
0
0
0
0
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
76
70
0
24
0
0
14
67
8
0
3
94
116
43
98
0
0
111
0
0
0
0
0
0
0
0
3
6
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
3
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
20
0
0
0
0
0
0
0
26
0
0
0
0
9
0
0
0
0
0
148
111
98
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
94
0
0
0
0
0
0
0
0
0
0
79
0
0
0
0
0
0
0
0
0
70
0
0
0
0
0
0
0
0
0
35
9
0
0
0
0
0
0
9
0
0
0
0
0
0
0
0
0
0
35
0
0
120
0
0
0
0
0
0
0
88
0
0
0
0
0
0
130
34
0
0
0
0
0
32
0
0
15
21
85
143
14
9
23
0
0
20
3
0
0
0
0
61
9
361
0
17
219
1111
386
227
361
568
469
587
306
197
550
306
18
242
286
425
500
349
120
64
116
38
23
9
14
6
11
0
0
0
15
0
27
23
24
8
0
73
0
0
0
0
0
550
0
125
0
0
0
0
3
12
49
14
35
40
27
14
12
8
9
5
0
0
0
37
20
148
29
0
21
49
0
70
91
0
235
1076
606
533
17
148
197
49
197
52
160
411
268
219
94
98
0
98
454
439
125
14
116
15
37
12
111
18
23
143
0
29
0
0
166
533
568
978
626
646
783
759
219
533
835
626
242
1954
890
667
568
277
190
178
286
172
58
91
34
286
98
79
268
160
172
49
116
130
268
296
306
79
125
35
219
259
268
328
485
212
235
550
948
550
835
550
646
139
34
734
485
454
328
134
328
139
306
626
250
398
328
338
306
235
219
398
306
242
398
338
242
111
568
890
689
533
398
296
242
550
306
500
533
398
286
646
277
454
425
485
712
286
425
242
373
49
98
227
166
439
398
517
454
227
134
184
349
286
425
259
190
306
91
296
139
259
178
235
235
250
82
143
212
783
317
268
154
139
306
154
317
38
49
47
139
125
286
268
219
116
178
398
361
277
587
439
425
172
259
64
148
219
411
338
425
286
242
235
212
219
227
61
219
306
349
361
134
425
485
361
98
58
17
386
15
197
235
235
5
166
373
349
130
91
148
227
190
102
40
386
184
143
328
160
328
277
259
361
197
454
398
550
469
88
550
734
425
734
1260
759
1111
862
835
361
500
439
47
43
190
49
235
517
111
1725
646
361
212
197
172
107
64
73
172
306
759
835
550
835
734
296
606
306
533
454
469
398
268
425
485
500
425
500
411
1042
948
439
338
485
517
160
143
125
130
242
268
286
425
425
6
0
166
37
11
0
0
0
0
0
0
0
0
52
0
0
0
0
0
0
212
533
6
8
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
49
55
587
70
626
338
533
606
338
259
227
469
398
227
286
227
568
268
277
242
306
809
398
361
606
667
242
317
250
328
306
250
235
328
306
349
102
454
184
268
517
646
689
454
890
783
439
349
626
425
8
349
646
835
606
809
533
373
102
862
759
425
286
286
20
6
3
3
58
0
46
58
38
919
712
485
98
235
111
277
227
116
250
172
485
783
454
184
306
328
398
154
190
606
296
204
338
667
835
890
835
550
197
259
454
1010
500
190
184
227
212
227
125
148
550
296
120
98
533
550
646
349
277
306
425
250
296
809
734
667
250
568
116
411
190
349
178
425
107
328
184
306
160
361
398
242
439
485
98
204
259
212
184
306
626
550
349
125
587
277
759
712
533
533
689
277
626
178
606
712
411
139
82
134
61
148
190
61
14
328
178
204
98
58
91
286
306
204
166
242
277
439
386
533
500
296
689
386
411
317
197
79
148
259
160
373
386
227
259
55
454
55
0
184
0
18
27
0
9
9
9
268
469
277
349
172
296
47
277
268
242
160
204
809
550
568
227
454
306
190
184
17
0
9
0
154
862
809
373
306
328
250
349
734
469
212
373
197
277
759
862
29
58
21
35
0
0
11
204
0
0
76
0
0
0
111
15
82
919
587
626
809
184
160
61
15
9
43
41
134
0
606
411
6
21
0
0
0
0
5
190
9
0
14
235
27
20
125
52
20
5
0
0
0
166
0
242
18
58
0
0
70
35
79
143
15
0
27
14
0
0
38
568
250
212
47
0
0
58
29
0
27
0
0
259
689
425
259
277
204
212
166
116
197
178
120
139
212
250
160
411
21
0
0
0
398
143
0
27
26
0
102
116
116
49
0
8
0
0
0
0
0
102
0
0
0
18
0
0
143
70
79
139
134
0
12
88
3
27
17
0
11
0
11
134
46
85
0
0
52
3
26
27
0
49
259
3
0
0
0
134
411
212
91
23
0
0
0
14
0
17
0
178
197
41
5
24
11
0
0
29
0
0
3
58
5
8
0
3
184
55
52
0
277
328
439
485
9
17
0
0
43
0
3
88
76
38
107
0
0
14
9
61
250
11
0
73
242
485
79
0
49
3
30
102
17
0
15
30
8
9
0
0
116
26
0
67
73
197
79
0
0
52
20
0
0
172
0
111
79
5
0
0
0
0
143
32
8
107
44
8
58
11
85
0
204
102
0
0
0
35
0
30
18
0
15
116
35
79
17
0
0
0
21
219
328
550
809
0
9
102
0
0
0
0
0
0
79
88
3
0
26
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
349
76
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
70
0
0
0
425
219
286
0
0
0
0
0
0
0
0
0
0
0
40
0
0
0
12
0
0
0
0
0
0
0
9
0
0
8
0
0
0
0
0
0
0
0
0
0
0
29
0
0
0
0
0
0
0
26
0
0
0
0
67
184
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
107
18
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
235
0
29
0
0
0
0
0
0
32
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
85
0
0
0
0
0
0
0
0
0
20
0
227
15
116
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
46
30
20
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
9
166
0
0
172
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
79
24
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
30
3
0
0
0
0
0
0
0
0
52
0
0
0
0
26
11
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
85
88
0
0
0
0
0
0
98
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
21
0
0
0
37
0
0
0
0
0
0
0
0
0
0
0
0
0
94
0
0
0
43
0
0
190
0
0
139
111
27
44
0
0
154
70
43
