datetime_stamp,filename,raw_overlap,lhood_overlap,loglhood_overlap,total_marks,after_marks,total_row
# mp_d1_w0_a05_n400_rad25  pam=1   (startrow =4320 for all unless stated)
2017-01-06 15:15,stm_aasane01_03_modified.csv,"[0, 0, 20]","[0, 0, 0]","[0, 0, 0]",5,3,23247
2017-01-06 15:20,stm_aasane16_modified.csv,"[0, 0, 6]","[0, 0, 0]","[0, 0, 0]",7,6,22150
2017-01-06 15:26,stm_aasane18_modified.csv,"[0, 0, 5]","[0, 0, 0]","[0, 0, 0]",4,4,25913
2017-01-06 15:36,stm_fusa04 (edited).csv,"[0, 0, 3]","[0, 0, 22]","[0, 0, 7]",0,0,47136
2017-01-06 15:43,stm_sb_modified.csv,"[0, 1, 34]","[0, 0, 13]","[0, 0, 3]",13,10,31488
2017-01-06 15:49,stm_kontroll02 (edited).csv,"[0, 0, 2]","[0, 0, 8]","[0, 0, 1]",0,0,24539
2017-01-06 15:54,stm_kontroll05 (edited).csv,"[0, 0, 11]","[0, 0, 0]","[0, 0, 0]",0,0,21672
#
# mp_h1_d0_w1_a05_n1000_rad35_bst2_pam2 
2017-01-11 11:10,stm_aasane01_03_modified.csv,"[0, 0, 53]","[0, 0, 53]","[0, 0, 12]",5,3,23247
2017-01-11 11:20,stm_aasane16_modified.csv,"[2, 1, 24]","[0, 1, 33]","[0, 1, 7]",7,6,22150
2017-01-11 11:32,stm_aasane18_modified.csv,"[1, 0, 17]","[0, 0, 20]","[0, 0, 6]",4,4,25913
2017-01-11 11:52,stm_fusa04 (edited).csv,"[0, 0, 13]","[0, 0, 126]","[0, 0, 41]",0,0,47136
2017-01-11 12:07,stm_sb_modified.csv,"[0, 0, 55]","[0, 0, 56]","[0, 0, 12]",13,10,31488
2017-01-11 12:20,stm_kontroll02 (edited).csv,"[0, 0, 13]","[0, 0, 32]","[0, 0, 11]",0,0,24539
2017-01-11 12:30,stm_kontroll05 (edited).csv,"[0, 0, 18]","[0, 0, 39]","[0, 0, 7]",0,0,21672
#
# mp_h1_d0_w1_a05_n1000_rad35_bst2_pam2 (MEAN step=2)
2017-01-11 12:44,stm_aasane01_03_modified.csv,"[0, 0, 3]","[0, 0, 0]","[0, 0, 0]",5,3,23247
2017-01-11 12:49,stm_aasane16_modified.csv,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",7,6,22150
2017-01-11 12:55,stm_aasane18_modified.csv,"[0, 0, 2]","[0, 0, 5]","[0, 0, 2]",4,4,25913
2017-01-11 13:05,stm_fusa04 (edited).csv,"[0, 0, 0]","[0, 0, 36]","[0, 0, 10]",0,0,47136
2017-01-11 13:13,stm_sb_modified.csv,"[0, 1, 2]","[0, 0, 12]","[0, 0, 4]",13,10,31488
2017-01-11 13:19,stm_kontroll02 (edited).csv,"[0, 0, 2]","[0, 0, 14]","[0, 0, 0]",0,0,24539
2017-01-11 13:24,stm_kontroll05 (edited).csv,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]",0,0,21672
#
# mp_h1_d0_w1_a05_n300_rad35_bst2_pam2 
2017-01-11 13:36,stm_aasane01_03_modified.csv,"[0, 0, 22]","[0, 0, 27]","[0, 0, 8]",5,3,23247
2017-01-11 13:45,stm_aasane16_modified.csv,"[0, 1, 17]","[0, 7, 36]","[0, 2, 9]",7,6,22150
2017-01-11 13:55,stm_aasane18_modified.csv,"[0, 0, 14]","[0, 0, 48]","[0, 0, 13]",4,4,25913
2017-01-11 14:12,stm_fusa04 (edited).csv,"[0, 0, 10]","[0, 0, 120]","[0, 0, 31]",0,0,47136
2017-01-11 14:24,stm_sb_modified.csv,"[0, 0, 46]","[1, 0, 54]","[0, 0, 15]",13,10,31488
2017-01-11 14:35,stm_kontroll02 (edited).csv,"[0, 0, 14]","[0, 0, 43]","[0, 0, 8]",0,0,24539
2017-01-11 14:43,stm_kontroll05 (edited).csv,"[0, 0, 19]","[0, 0, 31]","[0, 0, 9]",0,0,21672
#
#mp_h1_d0_w1_a05_n1000_rad30_bst1_pam1 (MEAN step=5)
2017-01-11 15:14,stm_aasane01_03_modified.csv,"[1, 3, 29]","[0, 0, 0]","[0, 0, 0]",5,3,23247
2017-01-11 15:16,stm_aasane16_modified.csv,"[4, 1, 25]","[0, 0, 0]","[0, 0, 0]",7,6,22150
2017-01-11 15:18,stm_aasane18_modified.csv,"[1, 1, 18]","[0, 0, 0]","[0, 0, 0]",4,4,25913
2017-01-11 15:22,stm_fusa04 (edited).csv,"[0, 0, 33]","[0, 0, 0]","[0, 0, 0]",0,0,47136
2017-01-11 15:25,stm_sb_modified.csv,"[3, 10, 35]","[0, 0, 0]","[0, 0, 0]",13,10,31488
2017-01-11 15:27,stm_kontroll02 (edited).csv,"[0, 0, 10]","[0, 0, 0]","[0, 0, 0]",0,0,24539
2017-01-11 15:29,stm_kontroll05 (edited).csv,"[0, 0, 21]","[0, 0, 0]","[0, 0, 0]",0,0,21672
#
# mp_h1_d0_w1_a038_n400_rad2_pam1 (MEAN step=5)
2017-01-11 15:34,stm_aasane01_03_modified.csv,"[3, 19, 86]","[0, 0, 0]","[0, 0, 0]",5,3,23247
2017-01-11 15:36,stm_aasane16_modified.csv,"[5, 20, 87]","[0, 0, 0]","[0, 0, 0]",7,6,22150
2017-01-11 15:38,stm_aasane18_modified.csv,"[4, 7, 100]","[0, 0, 0]","[0, 0, 0]",4,4,25913
2017-01-11 15:42,stm_fusa04 (edited).csv,"[0, 0, 91]","[0, 0, 0]","[0, 0, 0]",0,0,47136
2017-01-11 15:45,stm_sb_modified.csv,"[8, 41, 121]","[0, 0, 0]","[0, 0, 0]",13,10,31488
2017-01-11 15:47,stm_kontroll02 (edited).csv,"[0, 0, 166]","[0, 0, 0]","[0, 0, 0]",0,0,24539
2017-01-11 15:48,stm_kontroll05 (edited).csv,"[0, 0, 134]","[0, 0, 0]","[0, 0, 0]",0,0,21672
#
# mp_h1_d0_w1_a038_n400_rad2_pam1 (MEAN step=2)
2017-01-11 15:57,stm_aasane01_03_modified.csv,"[3, 19, 145]","[0, 0, 6]","[0, 0, 0]",5,3,23247
2017-01-11 16:01,stm_aasane16_modified.csv,"[5, 12, 124]","[0, 0, 2]","[0, 0, 0]",7,6,22150
2017-01-11 16:07,stm_aasane18_modified.csv,"[3, 9, 175]","[0, 0, 0]","[0, 0, 0]",4,4,25913
2017-01-11 16:15,stm_fusa04 (edited).csv,"[0, 0, 136]","[0, 0, 16]","[0, 0, 9]",0,0,47136
2017-01-11 16:22,stm_sb_modified.csv,"[9, 39, 202]","[0, 0, 0]","[0, 0, 0]",13,10,31488
2017-01-11 16:28,stm_kontroll02 (edited).csv,"[0, 0, 211]","[0, 0, 0]","[0, 0, 0]",0,0,24539
2017-01-11 16:32,stm_kontroll05 (edited).csv,"[0, 0, 195]","[0, 0, 1]","[0, 0, 0]",0,0,21672
#
# mp_h1_d0_w1_a038_n400_rad2_bst5_pam1 (MEAN step=5)
2017-01-12 09:42,stm_aasane01_03_modified.csv,"[3, 110, 312]","[0, 0, 0]","[0, 0, 0]",5,3,23247
2017-01-12 09:43,stm_aasane16_modified.csv,"[6, 68, 320]","[0, 0, 0]","[0, 0, 0]",7,6,22150
2017-01-12 09:45,stm_aasane18_modified.csv,"[4, 35, 460]","[0, 0, 0]","[0, 0, 0]",4,4,25913
2017-01-12 09:49,stm_fusa04 (edited).csv,"[0, 0, 411]","[0, 0, 0]","[0, 0, 0]",0,0,47136
2017-01-12 09:51,stm_sb_modified.csv,"[9, 166, 473]","[0, 0, 0]","[0, 0, 0]",13,10,31488
2017-01-12 09:53,stm_kontroll02 (edited).csv,"[0, 0, 543]","[0, 0, 0]","[0, 0, 0]",0,0,24539
2017-01-12 09:54,stm_kontroll05 (edited).csv,"[0, 0, 416]","[0, 0, 0]","[0, 0, 0]",0,0,21672
#
# mp_h1_d0_w1_a038_n1000_rad2_bst5_pam1 (MEAN step=5)
2017-01-12 10:11,stm_aasane01_03_modified.csv,"[3, 147, 582]","[0, 0, 0]","[0, 0, 0]",5,3,23247
2017-01-12 10:13,stm_aasane16_modified.csv,"[6, 135, 617]","[0, 0, 0]","[0, 0, 0]",7,6,22150
2017-01-12 10:15,stm_aasane18_modified.csv,"[4, 68, 844]","[0, 0, 0]","[0, 0, 0]",4,4,25913
2017-01-12 10:20,stm_fusa04 (edited).csv,"[0, 0, 772]","[0, 0, 0]","[0, 0, 0]",0,0,47136
2017-01-12 10:23,stm_sb_modified.csv,"[10, 303, 902]","[0, 0, 0]","[0, 0, 0]",13,10,31488
2017-01-12 10:26,stm_kontroll02 (edited).csv,"[0, 0, 950]","[0, 0, 0]","[0, 0, 0]",0,0,24539
2017-01-12 10:28,stm_kontroll05 (edited).csv,"[0, 0, 699]","[0, 0, 0]","[0, 0, 0]",0,0,21672
#
# mp_h1_d0_w1_a038_n1000_rad2_bst5_pam1 (MEAN step=2)
2017-01-12 11:23,stm_aasane01_03_modified.csv,"[3, 108, 665]","[0, 0, 0]","[0, 0, 0]",5,3,23247
2017-01-12 11:29,stm_aasane16_modified.csv,"[5, 48, 650]","[0, 0, 0]","[0, 0, 0]",7,6,22150
2017-01-12 11:37,stm_aasane18_modified.csv,"[4, 28, 879]","[0, 0, 0]","[0, 0, 0]",4,4,25913
2017-01-12 11:53,stm_fusa04 (edited).csv,"[0, 0, 811]","[0, 0, 18]","[0, 0, 6]",0,0,47136
2017-01-12 12:03,stm_sb_modified.csv,"[10, 180, 977]","[0, 0, 0]","[0, 0, 0]",13,10,31488
2017-01-12 12:11,stm_kontroll02 (edited).csv,"[0, 0, 1029]","[0, 0, 0]","[0, 0, 0]",0,0,24539
2017-01-12 12:17,stm_kontroll05 (edited).csv,"[0, 0, 820]","[0, 0, 0]","[0, 0, 0]",0,0,21672
#
# mp_h1_d0_w1_a038_n400_rad2_bst1_pam3 (MEAN step=2)
2017-01-12 12:24,stm_aasane01_03_modified.csv,"[3, 42, 215]","[0, 0, 0]","[0, 0, 0]",5,3,23247
2017-01-12 12:29,stm_aasane16_modified.csv,"[4, 14, 201]","[0, 0, 0]","[0, 0, 0]",7,6,22150
2017-01-12 12:35,stm_aasane18_modified.csv,"[2, 8, 222]","[0, 0, 0]","[0, 0, 0]",4,4,25913
2017-01-12 12:47,stm_fusa04 (edited).csv,"[0, 0, 219]","[0, 0, 27]","[0, 0, 8]",0,0,47136
2017-01-12 12:55,stm_sb_modified.csv,"[6, 60, 285]","[0, 0, 0]","[0, 0, 0]",13,10,31488
2017-01-12 13:01,stm_kontroll02 (edited).csv,"[0, 0, 329]","[0, 0, 0]","[0, 0, 0]",0,0,24539
2017-01-12 13:06,stm_kontroll05 (edited).csv,"[0, 0, 304]","[0, 0, 0]","[0, 0, 0]",0,0,21672
#
# mp_h1_d0_w1_a038_n400_rad2_bst1_pam3
2017-01-12 13:56,stm_aasane01_03_modified.csv,"[3, 20, 216]","[0, 0, 12]","[0, 0, 2]",5,3,23247
2017-01-12 14:07,stm_aasane16_modified.csv,"[2, 13, 219]","[0, 1, 16]","[0, 0, 1]",7,6,22150
2017-01-12 14:21,stm_aasane18_modified.csv,"[3, 5, 272]","[0, 0, 0]","[0, 0, 0]",4,4,25913
2017-01-12 14:52,stm_fusa04 (edited).csv,"[0, 0, 250]","[0, 0, 77]","[0, 0, 22]",0,0,47136
2017-01-12 15:11,stm_sb_modified.csv,"[4, 28, 339]","[0, 0, 1]","[0, 0, 0]",13,10,31488
2017-01-12 15:25,stm_kontroll02 (edited).csv,"[0, 0, 395]","[0, 0, 0]","[0, 0, 0]",0,0,24539
2017-01-12 15:37,stm_kontroll05 (edited).csv,"[0, 0, 331]","[0, 0, 17]","[0, 0, 1]",0,0,21672
#
# mp_h1_d0_w1_a05_n400_rad2_bst1_pam3 
2017-01-12 15:56,stm_aasane01_03_modified.csv,"[3, 20, 216]","[0, 0, 12]","[0, 0, 2]",5,3,23247
2017-01-12 16:08,stm_aasane16_modified.csv,"[2, 13, 219]","[0, 1, 16]","[0, 0, 1]",7,6,22150
2017-01-12 16:22,stm_aasane18_modified.csv,"[3, 5, 272]","[0, 0, 0]","[0, 0, 0]",4,4,25913
2017-01-12 16:53,stm_fusa04 (edited).csv,"[0, 0, 250]","[0, 0, 77]","[0, 0, 22]",0,0,47136
2017-01-12 17:13,stm_sb_modified.csv,"[4, 28, 339]","[0, 0, 1]","[0, 0, 0]",13,10,31488
2017-01-12 17:26,stm_kontroll02 (edited).csv,"[0, 0, 395]","[0, 0, 0]","[0, 0, 0]",0,0,24539
2017-01-12 17:38,stm_kontroll05 (edited).csv,"[0, 0, 331]","[0, 0, 17]","[0, 0, 1]",0,0,21672
#
# mp_h1_d0_w1_a05_n300_rad5_bst1_pam3_act (MEAN step=5)
2017-01-12 19:00,stm_aasane01_03_modified.csv,"[3, 14, 71]","[0, 0, 0]","[0, 0, 0]",5,3,23247
2017-01-12 19:01,stm_aasane16_modified.csv,"[5, 16, 68]","[0, 0, 0]","[0, 0, 0]",7,6,22150
2017-01-12 19:03,stm_aasane18_modified.csv,"[2, 8, 90]","[0, 0, 0]","[0, 0, 0]",4,4,25913
2017-01-12 19:06,stm_fusa04 (edited).csv,"[0, 0, 92]","[0, 0, 0]","[0, 0, 0]",0,0,47136
2017-01-12 19:07,stm_sb_modified.csv,"[8, 24, 100]","[0, 0, 0]","[0, 0, 0]",13,10,31488
2017-01-12 19:09,stm_kontroll02 (edited).csv,"[0, 0, 148]","[0, 0, 0]","[0, 0, 0]",0,0,24539
2017-01-12 19:10,stm_kontroll05 (edited).csv,"[0, 0, 104]","[0, 0, 0]","[0, 0, 0]",0,0,21672
#
# mp_h1_d0_w1_a05_n250_rad4_bst1_pam3_oldswarm (MEAN step=5)
2017-01-29 12:25,stm_aasane01_03_modified.csv,"[2, 8, 49]","[0, 3, 3]","[0, 0, 0]",5,3,23244
2017-01-29 12:26,stm_aasane16_modified.csv,"[3, 7, 48]","[0, 0, 0]","[0, 0, 0]",7,6,22147
2017-01-29 12:27,stm_aasane18_modified.csv,"[1, 11, 75]","[0, 3, 6]","[0, 0, 0]",4,4,25910
2017-01-29 12:30,stm_fusa04 (edited).csv,"[0, 0, 82]","[0, 0, 0]","[0, 0, 0]",0,0,47133
2017-01-29 12:32,stm_sb_modified.csv,"[8, 20, 68]","[0, 1, 1]","[0, 0, 0]",13,10,31485
2017-01-29 12:34,stm_kontroll02 (edited).csv,"[0, 0, 118]","[0, 0, 0]","[0, 0, 0]",0,0,24536
2017-01-29 12:35,stm_kontroll05 (edited).csv,"[0, 0, 66]","[0, 0, 1]","[0, 0, 0]",0,0,21669
#
# mp_h0_d0_w1_a05_n250_rad4_bst1_pam3_oldswarm (MEAN step=5) (max val=4500)
2017-01-29 12:42,stm_aasane01_03_modified.csv,"[2, 12, 80]","[0, 5, 8]","[0, 1, 3]",5,3,23244
2017-01-29 12:43,stm_aasane16_modified.csv,"[4, 13, 58]","[0, 5, 8]","[0, 0, 1]",7,6,22147
2017-01-29 12:44,stm_aasane18_modified.csv,"[4, 9, 82]","[0, 0, 6]","[0, 0, 1]",4,4,25910
2017-01-29 12:47,stm_fusa04 (edited).csv,"[0, 0, 61]","[0, 0, 3]","[0, 0, 1]",0,0,47133
2017-01-29 12:49,stm_sb_modified.csv,"[10, 46, 127]","[0, 4, 4]","[0, 1, 1]",13,10,31485
2017-01-29 12:50,stm_kontroll02 (edited).csv,"[0, 0, 128]","[0, 0, 1]","[0, 0, 1]",0,0,24536
2017-01-29 12:51,stm_kontroll05 (edited).csv,"[0, 0, 93]","[0, 0, 14]","[0, 0, 3]",0,0,21669
#
# mp_h0_d0_w1_a05_n250_rad4_bst1_pam3_oldswarm.py (MEAN step=3)
2017-01-29 12:57,stm_aasane01_03_modified.csv,"[2, 12, 103]","[0, 10, 20]","[0, 2, 6]",5,3,23244
2017-01-29 12:59,stm_aasane16_modified.csv,"[4, 12, 83]","[0, 0, 18]","[0, 0, 3]",7,6,22147
2017-01-29 13:02,stm_aasane18_modified.csv,"[4, 10, 162]","[0, 0, 8]","[0, 0, 1]",4,4,25910
2017-01-29 13:07,stm_fusa04 (edited).csv,"[0, 0, 88]","[0, 0, 20]","[0, 0, 2]",0,0,47133
2017-01-29 13:11,stm_sb_modified.csv,"[9, 31, 151]","[0, 6, 11]","[0, 2, 3]",13,10,31485
2017-01-29 13:13,stm_kontroll02 (edited).csv,"[0, 0, 186]","[0, 0, 1]","[0, 0, 0]",0,0,24536
2017-01-29 13:15,stm_kontroll05 (edited).csv,"[0, 0, 141]","[0, 0, 14]","[0, 0, 4]",0,0,21669
#
# mp_h0_d0_w1_a05_n250_rad4_bst1_pam3_oldswarm.py (SUM step=3)
2017-01-29 13:22,stm_aasane01_03_modified.csv,"[2, 12, 103]","[0, 10, 20]","[0, 2, 6]",5,3,23244
2017-01-29 13:25,stm_aasane16_modified.csv,"[4, 12, 83]","[0, 0, 18]","[0, 0, 3]",7,6,22147
2017-01-29 13:27,stm_aasane18_modified.csv,"[4, 10, 162]","[0, 0, 8]","[0, 0, 1]",4,4,25910
2017-01-29 13:33,stm_fusa04 (edited).csv,"[0, 0, 88]","[0, 0, 20]","[0, 0, 2]",0,0,47133
2017-01-29 13:36,stm_sb_modified.csv,"[9, 31, 151]","[0, 6, 11]","[0, 2, 3]",13,10,31485
2017-01-29 13:39,stm_kontroll02 (edited).csv,"[0, 0, 186]","[0, 0, 1]","[0, 0, 0]",0,0,24536
2017-01-29 13:41,stm_kontroll05 (edited).csv,"[0, 0, 141]","[0, 0, 14]","[0, 0, 4]",0,0,21669
#
# mp_h0_d0_w1_a05_n250_rad4_bst1_pam3_oldswarm
2017-01-29 14:42,stm_aasane01_03_modified.csv,"[2, 10, 191]","[1, 0, 22]","[0, 0, 7]",5,3,23244
2017-01-29 14:51,stm_aasane16_modified.csv,"[6, 8, 127]","[1, 3, 45]","[0, 1, 9]",7,6,22147
2017-01-29 15:02,stm_aasane18_modified.csv,"[3, 4, 226]","[1, 0, 22]","[0, 0, 6]",4,4,25910
2017-01-29 15:27,stm_fusa04 (edited).csv,"[0, 0, 187]","[0, 0, 87]","[0, 0, 22]",0,0,47133
2017-01-29 15:43,stm_sb_modified.csv,"[6, 28, 275]","[1, 2, 46]","[0, 1, 8]",13,10,31485
2017-01-29 15:52,stm_kontroll02 (edited).csv,"[0, 0, 273]","[0, 0, 16]","[0, 0, 1]",0,0,24536
2017-01-29 16:01,stm_kontroll05 (edited).csv,"[0, 0, 290]","[0, 0, 50]","[0, 0, 9]",0,0,21669
#
# mp_h0_d0_w1_a05_n250_rad4_bst10_pam3_oldswarm
2017-01-29 18:23,stm_aasane01_03_modified.csv,"[3, 108, 6559]","[0, 0, 0]","[0, 0, 0]",5,3,23244
2017-01-29 18:33,stm_aasane16_modified.csv,"[6, 147, 4937]","[0, 0, 0]","[0, 0, 0]",7,6,22147
2017-01-29 18:45,stm_aasane18_modified.csv,"[4, 52, 3981]","[0, 0, 0]","[0, 0, 0]",4,4,25910
2017-01-29 19:14,stm_fusa04 (edited).csv,"[0, 0, 7494]","[0, 0, 0]","[0, 0, 0]",0,0,47133
2017-01-29 19:30,stm_sb_modified.csv,"[10, 142, 5817]","[0, 0, 0]","[0, 0, 0]",13,10,31485
2017-01-29 19:42,stm_kontroll02 (edited).csv,"[0, 0, 5851]","[0, 0, 0]","[0, 0, 0]",0,0,24536
#
# mp_h0_d0_w1_a05_n250_rad4_bst1_pam1_oldswarm 
2017-01-29 19:55,stm_aasane01_03_modified.csv,"[3, 5, 143]","[1, 3, 32]","[1, 0, 7]",5,3,23244
2017-01-29 20:03,stm_aasane16_modified.csv,"[5, 6, 97]","[2, 2, 63]","[2, 0, 12]",7,6,22147
2017-01-29 20:13,stm_aasane18_modified.csv,"[3, 2, 156]","[0, 0, 46]","[0, 0, 7]",4,4,25910
2017-01-29 20:35,stm_fusa04 (edited).csv,"[0, 0, 125]","[0, 0, 157]","[0, 0, 43]",0,0,47133
2017-01-29 20:48,stm_sb_modified.csv,"[6, 22, 209]","[1, 4, 49]","[1, 0, 15]",13,10,31485
2017-01-29 20:58,stm_kontroll02 (edited).csv,"[0, 0, 195]","[0, 0, 58]","[0, 0, 12]",0,0,24536
2017-01-29 21:06,stm_kontroll05 (edited).csv,"[0, 0, 208]","[0, 0, 61]","[0, 0, 16]",0,0,21669
#
# mp_h0_d0_w1_a05_n250_rad4_bst1_pam1_oldswarm (MEAN step=3)
2017-01-29 21:22,stm_aasane01_03_modified.csv,"[2, 12, 71]","[1, 9, 20]","[0, 2, 5]",5,3,23244
2017-01-29 21:25,stm_aasane16_modified.csv,"[2, 9, 64]","[0, 0, 12]","[0, 0, 3]",7,6,22147
2017-01-29 21:27,stm_aasane18_modified.csv,"[3, 7, 105]","[0, 0, 11]","[0, 0, 3]",4,4,25910
2017-01-29 21:32,stm_fusa04 (edited).csv,"[0, 0, 76]","[0, 0, 20]","[0, 0, 6]",0,0,47133
2017-01-29 21:36,stm_sb_modified.csv,"[9, 32, 125]","[1, 1, 4]","[0, 0, 1]",13,10,31485
2017-01-29 21:38,stm_kontroll02 (edited).csv,"[0, 0, 143]","[0, 0, 0]","[0, 0, 0]",0,0,24536
2017-01-29 21:40,stm_kontroll05 (edited).csv,"[0, 0, 84]","[0, 0, 33]","[0, 0, 9]",0,0,21669
#
# mp_h0_d0_w1_a02_n250_rad4_bst1_pam1_oldswarm (MEAN step=3)
2017-01-29 22:01,stm_aasane01_03_modified.csv,"[2, 12, 71]","[1, 9, 20]","[0, 2, 5]",5,3,23244
2017-01-29 22:03,stm_aasane16_modified.csv,"[2, 9, 64]","[0, 0, 12]","[0, 0, 3]",7,6,22147
2017-01-29 22:06,stm_aasane18_modified.csv,"[3, 7, 105]","[0, 0, 11]","[0, 0, 3]",4,4,25910
2017-01-29 22:11,stm_fusa04 (edited).csv,"[0, 0, 76]","[0, 0, 20]","[0, 0, 6]",0,0,47133
2017-01-29 22:14,stm_sb_modified.csv,"[9, 32, 125]","[1, 1, 4]","[0, 0, 1]",13,10,31485
2017-01-29 22:17,stm_kontroll02 (edited).csv,"[0, 0, 143]","[0, 0, 0]","[0, 0, 0]",0,0,24536
2017-01-29 22:19,stm_kontroll05 (edited).csv,"[0, 0, 84]","[0, 0, 33]","[0, 0, 9]",0,0,21669
#
# mp_h0_d0_w0_a008_n375_rad0_bst1_pam2_newswarm (MEAN step=5)
2017-02-04 19:28,stm_aasane01_03_modified.csv,"[1, 5, 25]","[1, 10, 14]","[1, 5, 7]",5,3,23244
2017-02-04 19:29,stm_aasane16_modified.csv,"[1, 5, 14]","[0, 3, 3]","[0, 2, 2]",7,6,22147
2017-02-04 19:30,stm_aasane18_modified.csv,"[2, 6, 38]","[0, 0, 9]","[0, 0, 0]",4,4,25910
2017-02-04 19:33,stm_fusa04 (edited).csv,"[0, 0, 9]","[0, 0, 5]","[0, 0, 1]",0,0,47133
2017-02-04 19:35,stm_sb_modified.csv,"[6, 5, 26]","[2, 13, 30]","[2, 5, 9]",13,10,31485
2017-02-04 19:37,stm_kontroll02 (edited).csv,"[0, 0, 26]","[0, 0, 0]","[0, 0, 0]",0,0,24536
2017-02-04 19:38,stm_kontroll05 (edited).csv,"[0, 0, 40]","[0, 0, 6]","[0, 0, 1]",0,0,21669
#
# mp_h0_d0_w0_a008_n375_rad0_bst1_pam2_newswarm  (fixed agg_value) (MEAN step=5)
2017-02-05 09:51,stm_aasane01_03_modified.csv,"[1, 7, 22]","[1, 6, 13]","[1, 1, 4]",5,3,23244
2017-02-05 09:52,stm_aasane16_modified.csv,"[0, 4, 8]","[0, 0, 0]","[0, 0, 0]",7,6,22147
2017-02-05 09:53,stm_aasane18_modified.csv,"[0, 1, 5]","[1, 0, 3]","[0, 0, 1]",4,4,25910
2017-02-05 09:56,stm_fusa04 (edited).csv,"[0, 0, 7]","[0, 0, 8]","[0, 0, 1]",0,0,47133
2017-02-05 09:57,stm_sb_modified.csv,"[4, 1, 12]","[3, 6, 13]","[2, 0, 3]",13,10,31485
2017-02-05 09:59,stm_kontroll02 (edited).csv,"[0, 0, 12]","[0, 0, 0]","[0, 0, 0]",0,0,24536
2017-02-05 10:00,stm_kontroll05 (edited).csv,"[0, 0, 19]","[0, 0, 14]","[0, 0, 3]",0,0,21669
#
# mp_h0_d0_w0_a008_n375_rad0_bst1_pam2_newswarm  (fixed agg_value)
2017-02-05 10:13,stm_aasane01_03_modified.csv,"[2, 9, 59]","[1, 8, 103]","[1, 5, 31]",5,3,23244
2017-02-05 10:23,stm_aasane16_modified.csv,"[1, 1, 14]","[0, 6, 28]","[0, 1, 8]",7,6,22147
2017-02-05 10:37,stm_aasane18_modified.csv,"[0, 3, 65]","[1, 0, 76]","[0, 0, 12]",4,4,25910
2017-02-05 10:55,stm_fusa04 (edited).csv,"[0, 0, 17]","[0, 0, 90]","[0, 0, 26]",0,0,47133
2017-02-05 11:13,stm_sb_modified.csv,"[3, 6, 55]","[1, 10, 80]","[1, 1, 21]",13,10,31485
2017-02-05 11:28,stm_kontroll02 (edited).csv,"[0, 0, 33]","[0, 0, 49]","[0, 0, 6]",0,0,24536
2017-02-05 11:39,stm_kontroll05 (edited).csv,"[0, 0, 38]","[0, 0, 57]","[0, 0, 18]",0,0,21669
#
# mp_h0_d0_w0_a008_n238_rad0_bst1_pam2_newdateswm
2017-02-05 19:32,stm_aasane01_03_modified.csv,"[3, 15, 145]","[1, 17, 77]","[1, 5, 19]",5,3,23244
2017-02-05 19:42,stm_aasane16_modified.csv,"[2, 4, 69]","[0, 0, 20]","[0, 0, 8]",7,6,22147
2017-02-05 19:54,stm_aasane18_modified.csv,"[3, 3, 199]","[1, 0, 46]","[1, 0, 9]",4,4,25910
2017-02-05 20:11,stm_fusa04 (edited).csv,"[0, 0, 130]","[0, 0, 77]","[0, 0, 18]",0,0,47133
2017-02-05 20:23,stm_sb_modified.csv,"[8, 21, 249]","[1, 9, 62]","[1, 3, 18]",13,10,31485
2017-02-05 20:36,stm_kontroll02 (edited).csv,"[0, 0, 279]","[0, 0, 44]","[0, 0, 12]",0,0,24536
2017-02-05 20:45,stm_kontroll05 (edited).csv,"[0, 0, 233]","[0, 0, 79]","[0, 0, 19]",0,0,21669
#
# mp_h0_d1_w0_a009_n237_rad0_bst1_pam3_newdate9000 (MEAN step=5)
2017-02-07 09:32,stm_aasane01_03_modified.csv,"[2, 4, 33]","[1, 5, 29]","[1, 1, 7]",5,3,23244
2017-02-07 09:34,stm_aasane16_modified.csv,"[1, 10, 23]","[0, 4, 13]","[0, 1, 2]",7,6,22147
2017-02-07 09:35,stm_aasane18_modified.csv,"[4, 3, 43]","[1, 0, 20]","[1, 0, 5]",4,4,25910
2017-02-07 09:37,stm_fusa04 (edited).csv,"[0, 0, 27]","[0, 0, 10]","[0, 0, 1]",0,0,47133
2017-02-07 09:39,stm_sb_modified.csv,"[9, 10, 53]","[6, 8, 35]","[3, 1, 6]",13,10,31485
2017-02-07 09:40,stm_kontroll02 (edited).csv,"[0, 0, 55]","[0, 0, 28]","[0, 0, 5]",0,0,24536
2017-02-07 09:42,stm_kontroll05 (edited).csv,"[0, 0, 37]","[0, 0, 25]","[0, 0, 4]",0,0,21669
#
# mp_h1_d0_w0_a009_n237_rad3_bst1_pam2_newdate9000 (MEAN step=5)
2017-02-07 11:48,stm_aasane01_03_modified.csv,"[1, 4, 26]","[0, 2, 9]","[0, 0, 1]",5,3,23244
2017-02-07 11:50,stm_aasane16_modified.csv,"[0, 8, 20]","[0, 0, 0]","[0, 0, 0]",7,6,22147
2017-02-07 11:51,stm_aasane18_modified.csv,"[3, 6, 37]","[0, 0, 3]","[0, 0, 1]",4,4,25910
2017-02-07 11:54,stm_fusa04 (edited).csv,"[0, 0, 38]","[0, 0, 4]","[0, 0, 0]",0,0,47133
