,stamp,name,acc,prec,recall,preval,newRecall
0,2017-04-27 22:18,stm_aasane16,1.0,0.0,0.0,0.00028,True
1,2017-04-27 22:28,stm_aasane18,1.0,0.0,0.0,0.00016,True
2,2017-04-27 23:51,stm_aasane16,1.0,0.0,0.0,0.00028,True
3,2017-04-28 00:00,stm_aasane18,0.9999,0.0,0.0,0.00016,True
4,2017-04-28 00:11,stm_sb,1.0,0.0,0.0,0.00033,True
5,2017-04-28 00:19,stm_aasane01_03,1.0,0.0,0.0,0.00013,True
6,2017-04-28 00:44,stm_aasane18,1.0,0.0,0.0,0.00016,True
7,2017-04-28 00:56,stm_sb,0.9999,0.0,0.0,0.00033,True
8,2017-04-28 01:21,stm_aasane16,1.0,0.0,0.0,0.00028,True
9,2017-04-28 01:30,stm_aasane18,1.0,0.0,0.0,0.00016,True
10,2017-04-28 02:53,stm_aasane16,1.0,0.0,0.0,0.00028,True
11,2017-04-28 03:02,stm_aasane18,0.9999,0.0,0.0,0.00016,True
12,2017-04-28 03:13,stm_sb,1.0,0.0,0.0,0.00033,True
13,2017-04-28 03:21,stm_aasane01_03,1.0,0.0,0.0,0.00013,True
14,2017-04-28 03:47,stm_aasane18,1.0,0.0,0.0,0.00016,True
15,2017-04-28 03:58,stm_sb,0.9999,0.0,0.0,0.00033,True
16,2017-04-28 04:23,stm_aasane16,1.0,0.0,0.0,0.00028,True
17,2017-04-28 04:33,stm_aasane18,1.0,0.0,0.0,0.00016,True
18,2017-04-28 05:57,stm_aasane16,1.0,0.0,0.0,0.00028,True
19,2017-04-28 06:06,stm_aasane18,0.9999,0.0,0.0,0.00016,True
20,2017-04-28 06:17,stm_sb,1.0,0.0,0.0,0.00033,True
21,2017-04-28 06:25,stm_aasane01_03,1.0,0.0,0.0,0.00013,True
22,2017-04-28 06:50,stm_aasane18,1.0,0.0,0.0,0.00016,True
23,2017-04-28 07:02,stm_sb,0.9999,0.0,0.0,0.00033,True
24,2017-04-29 22:29,stm_aasane16,0.9997,0.125,0.167,0.00028,True
25,2017-04-29 22:41,stm_aasane18,0.9992,0.0,0.0,0.00016,True
26,2017-04-29 22:59,stm_sb,0.9996,0.077,0.1,0.00033,True
27,2017-04-29 23:07,stm_aasane01_03,0.9991,0.222,0.333,0.00013,True
28,2017-04-29 23:17,stm_aasane16,0.9998,0.0,0.0,0.00028,True
29,2017-04-29 23:31,stm_aasane18,0.9994,0.0,0.0,0.00016,True
30,2017-04-29 23:48,stm_sb,0.9996,0.0,0.0,0.00033,True
31,2017-04-29 23:58,stm_aasane01_03,0.9992,0.25,0.333,0.00013,True
32,2017-04-30 00:07,stm_aasane16,0.9997,0.143,0.167,0.00028,True
33,2017-04-30 00:19,stm_aasane18,0.9996,0.0,0.0,0.00016,True
34,2017-04-30 00:36,stm_sb,0.9995,0.067,0.1,0.00033,True
35,2017-04-30 00:45,stm_aasane01_03,0.9991,0.222,0.333,0.00013,True
36,2017-04-30 00:54,stm_aasane16,0.9999,0.0,0.0,0.00028,True
37,2017-04-30 01:08,stm_aasane18,0.9996,0.0,0.0,0.00016,True
38,2017-04-30 01:24,stm_sb,0.9996,0.154,0.2,0.00033,True
39,2017-04-30 01:34,stm_aasane01_03,0.9992,0.25,0.333,0.00013,True
40,2017-04-30 01:43,stm_aasane16,0.9997,0.0,0.0,0.00028,True
41,2017-04-30 01:55,stm_aasane18,0.9996,0.0,0.0,0.00016,True
42,2017-04-30 02:11,stm_sb,0.9997,0.0,0.0,0.00033,True
43,2017-04-30 02:20,stm_aasane01_03,0.9996,0.375,0.333,0.00013,True
44,2017-04-30 02:30,stm_aasane16,0.9998,0.2,0.167,0.00028,True
45,2017-04-30 02:44,stm_aasane18,0.9994,0.0,0.0,0.00016,True
46,2017-04-30 03:00,stm_sb,0.9997,0.182,0.2,0.00033,True
47,2017-04-30 03:11,stm_aasane01_03,0.9994,0.176,0.333,0.00013,True
48,2017-04-30 03:20,stm_aasane16,0.9997,0.25,0.333,0.00028,True
49,2017-04-30 03:32,stm_aasane18,0.9998,0.0,0.0,0.00016,True
50,2017-04-30 03:46,stm_sb,0.9997,0.0,0.0,0.00033,True
51,2017-04-30 03:57,stm_aasane01_03,0.9996,0.0,0.0,0.00013,True
52,2017-04-30 04:07,stm_aasane16,0.9998,0.333,0.333,0.00028,True
53,2017-04-30 04:19,stm_aasane18,0.9998,0.0,0.0,0.00016,True
54,2017-04-30 04:33,stm_sb,0.9999,0.0,0.0,0.00033,True
55,2017-04-30 04:43,stm_aasane01_03,0.9997,0.0,0.0,0.00013,True
56,2017-04-30 04:54,stm_aasane16,0.9998,0.333,0.333,0.00028,True
57,2017-04-30 05:06,stm_aasane18,0.9999,0.0,0.0,0.00016,True
58,2017-04-30 05:20,stm_sb,0.9998,0.0,0.0,0.00033,True
59,2017-04-30 05:30,stm_aasane01_03,0.9999,0.0,0.0,0.00013,True
60,2017-04-30 05:40,stm_aasane16,0.9998,0.286,0.333,0.00028,True
61,2017-04-30 05:51,stm_aasane18,0.9998,0.0,0.0,0.00016,True
62,2017-04-30 06:06,stm_sb,0.9998,0.0,0.0,0.00033,True
63,2017-04-30 06:17,stm_aasane01_03,1.0,0.0,0.0,0.00013,True
64,2017-04-30 06:27,stm_aasane16,0.9998,0.2,0.167,0.00028,True
65,2017-04-30 06:38,stm_aasane18,0.9999,0.0,0.0,0.00016,True
66,2017-04-30 06:52,stm_sb,1.0,0.0,0.0,0.00033,True
67,2017-04-30 07:02,stm_aasane01_03,1.0,0.0,0.0,0.00013,True
68,2017-04-30 07:12,stm_aasane16,0.9999,0.25,0.167,0.00028,True
69,2017-04-30 07:24,stm_aasane18,0.9998,0.0,0.0,0.00016,True
70,2017-04-30 07:38,stm_sb,1.0,0.0,0.0,0.00033,True
71,2017-04-30 07:48,stm_aasane01_03,1.0,0.0,0.0,0.00013,True
72,2017-04-30 22:06,stm_aasane16,0.9997,0.25,0.333,0.00028,True
73,2017-04-30 22:17,stm_aasane18,0.9996,0.083,0.25,0.00016,True
74,2017-04-30 22:29,stm_sb,0.9997,0.167,0.2,0.00033,True
75,2017-04-30 22:38,stm_aasane01_03,0.9991,0.2,0.333,0.00013,True
76,2017-04-30 22:47,stm_aasane16,0.9999,0.0,0.0,0.00028,True
77,2017-04-30 22:59,stm_aasane18,0.9995,0.0,0.0,0.00016,True
78,2017-04-30 23:12,stm_sb,0.9998,0.143,0.1,0.00033,True
79,2017-04-30 23:22,stm_aasane01_03,0.9995,0.154,0.333,0.00013,True
80,2017-04-30 23:30,stm_aasane16,0.9998,0.0,0.0,0.00028,True
81,2017-04-30 23:42,stm_aasane18,0.9996,0.0,0.0,0.00016,True
82,2017-04-30 23:54,stm_sb,0.9998,0.143,0.1,0.00033,True
83,2017-05-01 00:04,stm_aasane01_03,0.9994,0.235,0.333,0.00013,True
84,2017-05-01 00:13,stm_aasane16,0.9998,0.0,0.0,0.00028,True
85,2017-05-01 00:25,stm_aasane18,0.9997,0.0,0.0,0.00016,True
86,2017-05-01 00:39,stm_sb,0.9998,0.0,0.0,0.00033,True
87,2017-05-01 00:49,stm_aasane01_03,0.9998,0.5,0.333,0.00013,True
88,2017-05-01 00:59,stm_aasane16,0.9999,0.0,0.0,0.00028,True
89,2017-05-01 01:10,stm_aasane18,0.9997,0.0,0.0,0.00016,True
90,2017-05-01 01:25,stm_sb,0.9997,0.0,0.0,0.00033,True
91,2017-05-01 01:35,stm_aasane01_03,0.9994,0.176,0.333,0.00013,True
92,2017-05-01 01:44,stm_aasane16,0.9999,0.0,0.0,0.00028,True
93,2017-05-01 01:56,stm_aasane18,0.9999,0.0,0.0,0.00016,True
94,2017-05-01 02:10,stm_sb,0.9999,0.0,0.0,0.00033,True
95,2017-05-01 02:20,stm_aasane01_03,0.9996,0.25,0.333,0.00013,True
96,2017-05-01 02:28,stm_aasane16,0.9997,0.25,0.333,0.00028,True
97,2017-05-01 02:39,stm_aasane18,0.9996,0.083,0.25,0.00016,True
98,2017-05-01 02:52,stm_sb,0.9997,0.167,0.2,0.00033,True
99,2017-05-01 03:01,stm_aasane01_03,0.9991,0.2,0.333,0.00013,True
100,2017-05-01 03:09,stm_aasane16,0.9999,0.0,0.0,0.00028,True
101,2017-05-01 03:21,stm_aasane18,0.9995,0.0,0.0,0.00016,True
102,2017-05-01 03:34,stm_sb,0.9998,0.143,0.1,0.00033,True
103,2017-05-01 03:44,stm_aasane01_03,0.9995,0.154,0.333,0.00013,True
104,2017-05-01 03:53,stm_aasane16,0.9998,0.0,0.0,0.00028,True
105,2017-05-01 04:04,stm_aasane18,0.9996,0.0,0.0,0.00016,True
106,2017-05-01 04:17,stm_sb,0.9998,0.143,0.1,0.00033,True
107,2017-05-01 04:26,stm_aasane01_03,0.9994,0.235,0.333,0.00013,True
108,2017-05-01 04:36,stm_aasane16,0.9998,0.0,0.0,0.00028,True
109,2017-05-01 04:47,stm_aasane18,0.9997,0.0,0.0,0.00016,True
110,2017-05-01 05:01,stm_sb,0.9998,0.0,0.0,0.00033,True
111,2017-05-01 05:11,stm_aasane01_03,0.9998,0.5,0.333,0.00013,True
112,2017-05-01 05:21,stm_aasane16,0.9999,0.0,0.0,0.00028,True
113,2017-05-01 05:32,stm_aasane18,0.9997,0.0,0.0,0.00016,True
114,2017-05-01 05:47,stm_sb,0.9997,0.0,0.0,0.00033,True
115,2017-05-01 05:57,stm_aasane01_03,0.9994,0.176,0.333,0.00013,True
