,test,alg,acc,mcc,kap,auc,geo,iba,TN,FP,FN,TP,pr,re,f1,sp,pca,poly,ksel,exs,feats,tvars,time
14,2,4,0.995,0.002,0.002,0.499,0.0,0.0,1762,5,3,0,1.0,1.0,1.0,1770,0,0,60,5897,438,15,107.31
15,2,5,0.994,0.003,0.002,0.498,0.0,0.0,1759,8,3,0,1.0,0.99,1.0,1770,0,0,60,5897,438,15,107.31
16,2,6,0.998,0.407,0.399,0.666,0.577,0.311,1766,1,2,1,1.0,1.0,1.0,1770,0,0,60,5897,438,15,107.31
17,2,7,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,0,0,60,5897,438,15,107.31
18,2,8,0.997,0.287,0.284,0.666,0.577,0.311,1764,3,2,1,1.0,1.0,1.0,1770,0,0,60,5897,438,15,107.31
19,2,9,0.998,0.407,0.399,0.666,0.577,0.311,1766,1,2,1,1.0,1.0,1.0,1770,0,0,60,5897,438,15,107.31
20,3,0,0.456,0.01,0.001,0.561,0.551,0.31,805,962,1,2,1.0,0.46,0.62,1770,0,0,40,5897,222,15,84.34
21,3,1,0.882,0.028,0.006,0.608,0.543,0.278,1561,206,2,1,1.0,0.88,0.94,1770,0,0,40,5897,222,15,84.34
22,3,2,0.933,0.011,0.003,0.467,0.0,0.0,1651,116,3,0,1.0,0.93,0.96,1770,0,0,40,5897,222,15,84.34
23,3,3,0.997,0.287,0.284,0.666,0.577,0.311,1764,3,2,1,1.0,1.0,1.0,1770,0,0,40,5897,222,15,84.34
24,3,4,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,0,0,40,5897,222,15,84.34
25,3,5,0.997,0.287,0.284,0.666,0.577,0.311,1764,3,2,1,1.0,1.0,1.0,1770,0,0,40,5897,222,15,84.34
26,3,6,0.998,0.407,0.399,0.666,0.577,0.311,1766,1,2,1,1.0,1.0,1.0,1770,0,0,40,5897,222,15,84.34
27,3,7,0.997,0.001,0.001,0.499,0.0,0.0,1765,2,3,0,1.0,1.0,1.0,1770,0,0,40,5897,222,15,84.34
28,3,8,0.998,0.407,0.399,0.666,0.577,0.311,1766,1,2,1,1.0,1.0,1.0,1770,0,0,40,5897,222,15,84.34
29,3,9,0.998,0.332,0.332,0.666,0.577,0.311,1765,2,2,1,1.0,1.0,1.0,1770,0,0,40,5897,222,15,84.34
30,4,0,0.355,0.002,0.0,0.51,0.486,0.244,626,1141,1,2,1.0,0.35,0.52,1770,0,0,80,5897,222,15,124.95
31,4,1,0.943,0.049,0.016,0.639,0.561,0.295,1668,99,2,1,1.0,0.94,0.97,1770,0,0,80,5897,222,15,124.95
32,4,2,0.936,0.046,0.014,0.635,0.559,0.294,1656,111,2,1,1.0,0.94,0.97,1770,0,0,80,5897,222,15,124.95
33,4,3,0.997,0.001,0.001,0.499,0.0,0.0,1765,2,3,0,1.0,1.0,1.0,1770,0,0,80,5897,222,15,124.95
34,4,4,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,0,0,80,5897,222,15,124.95
35,4,5,0.998,0.0,0.0,0.5,0.0,0.0,1767,0,3,0,1.0,1.0,1.0,1770,0,0,80,5897,222,15,124.95
36,4,6,0.997,0.287,0.284,0.666,0.577,0.311,1764,3,2,1,1.0,1.0,1.0,1770,0,0,80,5897,222,15,124.95
37,4,7,0.998,0.0,0.0,0.5,0.0,0.0,1767,0,3,0,1.0,1.0,1.0,1770,0,0,80,5897,222,15,124.95
38,4,8,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,0,0,80,5897,222,15,124.95
39,4,9,0.998,0.332,0.332,0.666,0.577,0.311,1765,2,2,1,1.0,1.0,1.0,1770,0,0,80,5897,222,15,124.95
40,5,0,0.896,0.031,0.007,0.615,0.547,0.282,1585,182,2,1,1.0,0.9,0.94,1770,0,2,40,5897,24976,15,93.89
41,5,1,0.995,0.002,0.002,0.499,0.0,0.0,1762,5,3,0,1.0,1.0,1.0,1770,0,2,40,5897,24976,15,93.89
42,5,2,0.994,0.003,0.002,0.498,0.0,0.0,1760,7,3,0,1.0,0.99,1.0,1770,0,2,40,5897,24976,15,93.89
43,5,3,0.997,0.002,0.002,0.499,0.0,0.0,1764,3,3,0,1.0,1.0,1.0,1770,0,2,40,5897,24976,15,93.89
44,5,4,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,0,2,40,5897,24976,15,93.89
45,5,5,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,0,2,40,5897,24976,15,93.89
46,5,6,0.998,0.407,0.399,0.666,0.577,0.311,1766,1,2,1,1.0,1.0,1.0,1770,0,2,40,5897,24976,15,93.89
47,5,7,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,0,2,40,5897,24976,15,93.89
48,5,8,0.997,0.001,0.001,0.499,0.0,0.0,1765,2,3,0,1.0,1.0,1.0,1770,0,2,40,5897,24976,15,93.89
49,5,9,0.998,0.332,0.332,0.666,0.577,0.311,1765,2,2,1,1.0,1.0,1.0,1770,0,2,40,5897,24976,15,93.89
50,6,0,0.827,0.017,0.003,0.58,0.525,0.262,1462,305,2,1,1.0,0.83,0.9,1770,0,2,80,5897,24976,15,126.32
51,6,1,0.981,0.005,0.003,0.492,0.0,0.0,1737,30,3,0,1.0,0.98,0.99,1770,0,2,80,5897,24976,15,126.32
52,6,2,0.998,0.0,0.0,0.5,0.0,0.0,1767,0,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,126.32
53,6,3,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,126.32
54,6,4,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,126.32
55,6,5,0.993,0.003,0.003,0.497,0.0,0.0,1757,10,3,0,1.0,0.99,0.99,1770,0,2,80,5897,24976,15,126.32
56,6,6,0.998,0.332,0.332,0.666,0.577,0.311,1765,2,2,1,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,126.32
57,6,7,0.997,0.001,0.001,0.499,0.0,0.0,1765,2,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,126.32
58,6,8,0.997,0.002,0.002,0.499,0.0,0.0,1764,3,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,126.32
59,6,9,0.997,0.287,0.284,0.666,0.577,0.311,1764,3,2,1,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,126.32
60,7,0,0.098,0.013,0.0,0.548,0.31,0.105,170,1597,0,3,1.0,0.1,0.18,1770,0,2,80,5897,24976,15,62.14
61,7,1,0.102,0.014,0.0,0.55,0.316,0.109,177,1590,0,3,1.0,0.1,0.18,1770,0,2,80,5897,24976,15,62.14
62,7,2,0.098,0.013,0.0,0.548,0.31,0.105,170,1597,0,3,1.0,0.1,0.18,1770,0,2,80,5897,24976,15,62.14
63,7,3,0.112,0.015,0.0,0.555,0.333,0.121,196,1571,0,3,1.0,0.11,0.2,1770,0,2,80,5897,24976,15,62.14
64,7,4,0.098,0.013,0.0,0.548,0.31,0.105,170,1597,0,3,1.0,0.1,0.18,1770,0,2,80,5897,24976,15,62.14
65,7,5,0.098,0.013,0.0,0.548,0.31,0.105,170,1597,0,3,1.0,0.1,0.18,1770,0,2,80,5897,24976,15,62.14
66,7,6,0.296,0.027,0.001,0.647,0.543,0.316,521,1246,0,3,1.0,0.3,0.45,1770,0,2,80,5897,24976,15,62.14
67,7,7,0.25,0.024,0.001,0.625,0.499,0.268,440,1327,0,3,1.0,0.25,0.4,1770,0,2,80,5897,24976,15,62.14
68,7,8,0.098,0.013,0.0,0.548,0.31,0.105,170,1597,0,3,1.0,0.1,0.18,1770,0,2,80,5897,24976,15,62.14
69,7,9,0.244,0.023,0.001,0.621,0.492,0.261,428,1339,0,3,1.0,0.24,0.39,1770,0,2,80,5897,24976,15,62.14
70,8,0,0.827,0.017,0.003,0.58,0.525,0.262,1462,305,2,1,1.0,0.83,0.9,1770,0,2,80,5897,24976,15,124.21
71,8,1,0.981,0.005,0.003,0.492,0.0,0.0,1737,30,3,0,1.0,0.98,0.99,1770,0,2,80,5897,24976,15,124.21
72,8,2,0.998,0.0,0.0,0.5,0.0,0.0,1767,0,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,124.21
73,8,3,0.997,0.002,0.002,0.499,0.0,0.0,1764,3,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,124.21
74,8,4,0.997,0.001,0.001,0.499,0.0,0.0,1765,2,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,124.21
75,8,5,0.996,0.002,0.002,0.499,0.0,0.0,1763,4,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,124.21
76,8,6,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,124.21
77,8,7,0.997,0.001,0.001,0.499,0.0,0.0,1765,2,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,124.21
78,8,8,0.997,0.002,0.002,0.499,0.0,0.0,1764,3,3,0,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,124.21
79,8,9,0.997,0.287,0.284,0.666,0.577,0.311,1764,3,2,1,1.0,1.0,1.0,1770,0,2,80,5897,24976,15,124.21
80,9,0,0.905,0.013,0.003,0.453,0.0,0.0,1602,165,3,0,1.0,0.91,0.95,1770,80,2,60,5897,24976,15,237.67
81,9,1,0.992,0.003,0.003,0.497,0.0,0.0,1756,11,3,0,1.0,0.99,0.99,1770,80,2,60,5897,24976,15,237.67
82,9,2,0.998,0.0,0.0,0.5,0.0,0.0,1767,0,3,0,1.0,1.0,1.0,1770,80,2,60,5897,24976,15,237.67
83,9,3,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,80,2,60,5897,24976,15,237.67
84,9,4,0.998,0.001,0.001,0.5,0.0,0.0,1766,1,3,0,1.0,1.0,1.0,1770,80,2,60,5897,24976,15,237.67
85,9,5,0.996,0.002,0.002,0.499,0.0,0.0,1763,4,3,0,1.0,1.0,1.0,1770,80,2,60,5897,24976,15,237.67
86,9,6,0.996,0.002,0.002,0.499,0.0,0.0,1763,4,3,0,1.0,1.0,1.0,1770,80,2,60,5897,24976,15,237.67
87,9,7,0.998,0.0,0.0,0.5,0.0,0.0,1767,0,3,0,1.0,1.0,1.0,1770,80,2,60,5897,24976,15,237.67
88,9,8,0.997,0.002,0.002,0.499,0.0,0.0,1764,3,3,0,1.0,1.0,1.0,1770,80,2,60,5897,24976,15,237.67
89,9,9,0.998,0.0,0.0,0.5,0.0,0.0,1767,0,3,0,1.0,1.0,1.0,1770,80,2,60,5897,24976,15,237.67
